,dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
5868,1962-12-01,6.122000000000001,0.294,Çorlu,Turkey,40.99N,27.69E
5869,1963-01-01,2.494,0.329,Çorlu,Turkey,40.99N,27.69E
5870,1963-02-01,6.417999999999998,0.238,Çorlu,Turkey,40.99N,27.69E
5871,1963-03-01,5.747000000000001,0.362,Çorlu,Turkey,40.99N,27.69E
5872,1963-04-01,10.065,0.345,Çorlu,Turkey,40.99N,27.69E
5873,1963-05-01,15.862000000000002,0.473,Çorlu,Turkey,40.99N,27.69E
5874,1963-06-01,20.851000000000006,0.32299999999999995,Çorlu,Turkey,40.99N,27.69E
5875,1963-07-01,23.761,0.423,Çorlu,Turkey,40.99N,27.69E
5876,1963-08-01,24.18,0.304,Çorlu,Turkey,40.99N,27.69E
5877,1963-09-01,20.953000000000007,0.334,Çorlu,Turkey,40.99N,27.69E
5878,1963-10-01,15.489,0.303,Çorlu,Turkey,40.99N,27.69E
5879,1963-11-01,12.69,0.344,Çorlu,Turkey,40.99N,27.69E
5880,1963-12-01,6.8089999999999975,0.34,Çorlu,Turkey,40.99N,27.69E
5881,1964-01-01,1.71,0.308,Çorlu,Turkey,40.99N,27.69E
5882,1964-02-01,3.5580000000000003,0.254,Çorlu,Turkey,40.99N,27.69E
5883,1964-03-01,6.7139999999999995,0.086,Çorlu,Turkey,40.99N,27.69E
5884,1964-04-01,11.489,0.146,Çorlu,Turkey,40.99N,27.69E
5885,1964-05-01,14.543,0.214,Çorlu,Turkey,40.99N,27.69E
5886,1964-06-01,20.927,0.284,Çorlu,Turkey,40.99N,27.69E
5887,1964-07-01,22.057,0.236,Çorlu,Turkey,40.99N,27.69E
5888,1964-08-01,21.622,0.277,Çorlu,Turkey,40.99N,27.69E
5889,1964-09-01,18.12,0.136,Çorlu,Turkey,40.99N,27.69E
5890,1964-10-01,16.367,0.353,Çorlu,Turkey,40.99N,27.69E
5891,1964-11-01,11.087,0.29600000000000004,Çorlu,Turkey,40.99N,27.69E
5892,1964-12-01,8.044,0.227,Çorlu,Turkey,40.99N,27.69E
5893,1965-01-01,5.481,0.231,Çorlu,Turkey,40.99N,27.69E
5894,1965-02-01,2.474,0.26,Çorlu,Turkey,40.99N,27.69E
5895,1965-03-01,7.055,0.252,Çorlu,Turkey,40.99N,27.69E
5896,1965-04-01,10.068999999999999,0.206,Çorlu,Turkey,40.99N,27.69E
5897,1965-05-01,15.510000000000002,0.263,Çorlu,Turkey,40.99N,27.69E
5898,1965-06-01,20.993000000000002,0.429,Çorlu,Turkey,40.99N,27.69E
5899,1965-07-01,22.608,0.34700000000000003,Çorlu,Turkey,40.99N,27.69E
5900,1965-08-01,21.169,0.1,Çorlu,Turkey,40.99N,27.69E
5901,1965-09-01,20.305,0.278,Çorlu,Turkey,40.99N,27.69E
5902,1965-10-01,13.179,0.311,Çorlu,Turkey,40.99N,27.69E
5903,1965-11-01,11.586,0.34700000000000003,Çorlu,Turkey,40.99N,27.69E
5904,1965-12-01,9.143,0.348,Çorlu,Turkey,40.99N,27.69E
5905,1966-01-01,5.197,0.29600000000000004,Çorlu,Turkey,40.99N,27.69E
5906,1966-02-01,9.605,0.212,Çorlu,Turkey,40.99N,27.69E
5907,1966-03-01,8.026,0.343,Çorlu,Turkey,40.99N,27.69E
5908,1966-04-01,13.12,0.16,Çorlu,Turkey,40.99N,27.69E
5909,1966-05-01,15.974000000000002,0.244,Çorlu,Turkey,40.99N,27.69E
5910,1966-06-01,19.6,0.202,Çorlu,Turkey,40.99N,27.69E
5911,1966-07-01,23.55,0.289,Çorlu,Turkey,40.99N,27.69E
5912,1966-08-01,23.986,0.248,Çorlu,Turkey,40.99N,27.69E
5913,1966-09-01,19.23,0.21600000000000005,Çorlu,Turkey,40.99N,27.69E
5914,1966-10-01,18.688,0.206,Çorlu,Turkey,40.99N,27.69E
5915,1966-11-01,13.982000000000001,0.155,Çorlu,Turkey,40.99N,27.69E
5916,1966-12-01,7.63,0.095,Çorlu,Turkey,40.99N,27.69E
5917,1967-01-01,3.0589999999999997,0.206,Çorlu,Turkey,40.99N,27.69E
5918,1967-02-01,2.696,0.247,Çorlu,Turkey,40.99N,27.69E
5919,1967-03-01,7.013,0.35,Çorlu,Turkey,40.99N,27.69E
5920,1967-04-01,11.455,0.172,Çorlu,Turkey,40.99N,27.69E
5921,1967-05-01,16.646,0.304,Çorlu,Turkey,40.99N,27.69E
5922,1967-06-01,19.421,0.195,Çorlu,Turkey,40.99N,27.69E
5923,1967-07-01,22.819000000000006,0.51,Çorlu,Turkey,40.99N,27.69E
5924,1967-08-01,23.459,0.366,Çorlu,Turkey,40.99N,27.69E
5925,1967-09-01,20.153,0.28300000000000003,Çorlu,Turkey,40.99N,27.69E
5926,1967-10-01,15.356,0.109,Çorlu,Turkey,40.99N,27.69E
5927,1967-11-01,10.866,0.366,Çorlu,Turkey,40.99N,27.69E
5928,1967-12-01,7.063,0.185,Çorlu,Turkey,40.99N,27.69E
5929,1968-01-01,3.255,0.32299999999999995,Çorlu,Turkey,40.99N,27.69E
5930,1968-02-01,6.167999999999998,0.268,Çorlu,Turkey,40.99N,27.69E
5931,1968-03-01,7.124,0.343,Çorlu,Turkey,40.99N,27.69E
5932,1968-04-01,12.91,0.293,Çorlu,Turkey,40.99N,27.69E
5933,1968-05-01,18.906,0.242,Çorlu,Turkey,40.99N,27.69E
5934,1968-06-01,20.379,0.368,Çorlu,Turkey,40.99N,27.69E
5935,1968-07-01,22.787,0.309,Çorlu,Turkey,40.99N,27.69E
5936,1968-08-01,21.781999999999996,0.253,Çorlu,Turkey,40.99N,27.69E
5937,1968-09-01,19.452,0.232,Çorlu,Turkey,40.99N,27.69E
5938,1968-10-01,13.651,0.269,Çorlu,Turkey,40.99N,27.69E
5939,1968-11-01,11.379000000000001,0.17,Çorlu,Turkey,40.99N,27.69E
5940,1968-12-01,5.922999999999999,0.173,Çorlu,Turkey,40.99N,27.69E
5941,1969-01-01,1.5949999999999998,0.4370000000000001,Çorlu,Turkey,40.99N,27.69E
5942,1969-02-01,6.438,0.264,Çorlu,Turkey,40.99N,27.69E
5943,1969-03-01,5.4639999999999995,0.222,Çorlu,Turkey,40.99N,27.69E
5944,1969-04-01,9.891,0.36,Çorlu,Turkey,40.99N,27.69E
5945,1969-05-01,17.958000000000006,0.262,Çorlu,Turkey,40.99N,27.69E
5946,1969-06-01,21.522,0.311,Çorlu,Turkey,40.99N,27.69E
5947,1969-07-01,21.038,0.227,Çorlu,Turkey,40.99N,27.69E
5948,1969-08-01,22.765,0.309,Çorlu,Turkey,40.99N,27.69E
5949,1969-09-01,20.722,0.163,Çorlu,Turkey,40.99N,27.69E
5950,1969-10-01,14.634,0.28600000000000003,Çorlu,Turkey,40.99N,27.69E
5951,1969-11-01,12.213,0.225,Çorlu,Turkey,40.99N,27.69E
5952,1969-12-01,8.488999999999999,0.228,Çorlu,Turkey,40.99N,27.69E
5953,1970-01-01,6.431,0.214,Çorlu,Turkey,40.99N,27.69E
5954,1970-02-01,7.38,0.246,Çorlu,Turkey,40.99N,27.69E
5955,1970-03-01,8.536999999999999,0.32,Çorlu,Turkey,40.99N,27.69E
5956,1970-04-01,13.878,0.221,Çorlu,Turkey,40.99N,27.69E
5957,1970-05-01,15.543,0.249,Çorlu,Turkey,40.99N,27.69E
5958,1970-06-01,20.264,0.232,Çorlu,Turkey,40.99N,27.69E
5959,1970-07-01,23.517,0.147,Çorlu,Turkey,40.99N,27.69E
5960,1970-08-01,23.05,0.184,Çorlu,Turkey,40.99N,27.69E
5961,1970-09-01,19.054000000000002,0.273,Çorlu,Turkey,40.99N,27.69E
5962,1970-10-01,13.52,0.385,Çorlu,Turkey,40.99N,27.69E
5963,1970-11-01,10.95,0.211,Çorlu,Turkey,40.99N,27.69E
5964,1970-12-01,6.403,0.115,Çorlu,Turkey,40.99N,27.69E
5965,1971-01-01,7.6229999999999976,0.312,Çorlu,Turkey,40.99N,27.69E
5966,1971-02-01,5.113,0.259,Çorlu,Turkey,40.99N,27.69E
5967,1971-03-01,6.848,0.184,Çorlu,Turkey,40.99N,27.69E
5968,1971-04-01,10.568,0.248,Çorlu,Turkey,40.99N,27.69E
5969,1971-05-01,17.215,0.231,Çorlu,Turkey,40.99N,27.69E
5970,1971-06-01,20.492,0.247,Çorlu,Turkey,40.99N,27.69E
5971,1971-07-01,21.467,0.377,Çorlu,Turkey,40.99N,27.69E
5972,1971-08-01,23.191999999999997,0.171,Çorlu,Turkey,40.99N,27.69E
5973,1971-09-01,18.859,0.211,Çorlu,Turkey,40.99N,27.69E
5974,1971-10-01,12.588,0.189,Çorlu,Turkey,40.99N,27.69E
5975,1971-11-01,10.383,0.135,Çorlu,Turkey,40.99N,27.69E
5976,1971-12-01,6.041,0.458,Çorlu,Turkey,40.99N,27.69E
5977,1972-01-01,3.364,0.423,Çorlu,Turkey,40.99N,27.69E
5978,1972-02-01,4.008,0.202,Çorlu,Turkey,40.99N,27.69E
5979,1972-03-01,7.013,0.249,Çorlu,Turkey,40.99N,27.69E
5980,1972-04-01,13.892999999999999,0.26,Çorlu,Turkey,40.99N,27.69E
5981,1972-05-01,16.567,0.107,Çorlu,Turkey,40.99N,27.69E
5982,1972-06-01,21.516,0.217,Çorlu,Turkey,40.99N,27.69E
5983,1972-07-01,23.354,0.34,Çorlu,Turkey,40.99N,27.69E
5984,1972-08-01,23.293000000000006,0.259,Çorlu,Turkey,40.99N,27.69E
5985,1972-09-01,18.974,0.173,Çorlu,Turkey,40.99N,27.69E
5986,1972-10-01,13.455,0.217,Çorlu,Turkey,40.99N,27.69E
5987,1972-11-01,10.769,0.227,Çorlu,Turkey,40.99N,27.69E
5988,1972-12-01,5.3260000000000005,0.326,Çorlu,Turkey,40.99N,27.69E
5989,1973-01-01,3.103,0.28300000000000003,Çorlu,Turkey,40.99N,27.69E
5990,1973-02-01,7.035,0.229,Çorlu,Turkey,40.99N,27.69E
5991,1973-03-01,5.502000000000002,0.344,Çorlu,Turkey,40.99N,27.69E
5992,1973-04-01,11.432,0.229,Çorlu,Turkey,40.99N,27.69E
5993,1973-05-01,16.874000000000002,0.262,Çorlu,Turkey,40.99N,27.69E
5994,1973-06-01,19.171,0.217,Çorlu,Turkey,40.99N,27.69E
5995,1973-07-01,23.013,0.241,Çorlu,Turkey,40.99N,27.69E
5996,1973-08-01,21.421999999999997,0.328,Çorlu,Turkey,40.99N,27.69E
5997,1973-09-01,19.966,0.215,Çorlu,Turkey,40.99N,27.69E
5998,1973-10-01,15.474,0.371,Çorlu,Turkey,40.99N,27.69E
5999,1973-11-01,8.620000000000001,0.245,Çorlu,Turkey,40.99N,27.69E
6000,1973-12-01,6.944,0.277,Çorlu,Turkey,40.99N,27.69E
6001,1974-01-01,2.074,0.385,Çorlu,Turkey,40.99N,27.69E
6002,1974-02-01,5.989,0.294,Çorlu,Turkey,40.99N,27.69E
6003,1974-03-01,6.782,0.229,Çorlu,Turkey,40.99N,27.69E
6004,1974-04-01,9.814,0.187,Çorlu,Turkey,40.99N,27.69E
6005,1974-05-01,15.707,0.267,Çorlu,Turkey,40.99N,27.69E
6006,1974-06-01,20.069000000000006,0.201,Çorlu,Turkey,40.99N,27.69E
6007,1974-07-01,21.935,0.293,Çorlu,Turkey,40.99N,27.69E
6008,1974-08-01,22.273000000000003,0.316,Çorlu,Turkey,40.99N,27.69E
6009,1974-09-01,19.775,0.223,Çorlu,Turkey,40.99N,27.69E
6010,1974-10-01,17.910999999999994,0.18,Çorlu,Turkey,40.99N,27.69E
6011,1974-11-01,10.273,0.402,Çorlu,Turkey,40.99N,27.69E
6012,1974-12-01,6.093999999999999,0.541,Çorlu,Turkey,40.99N,27.69E
6013,1975-01-01,4.521,0.319,Çorlu,Turkey,40.99N,27.69E
6014,1975-02-01,3.6,0.284,Çorlu,Turkey,40.99N,27.69E
6015,1975-03-01,9.964,0.14,Çorlu,Turkey,40.99N,27.69E
6016,1975-04-01,13.145,0.195,Çorlu,Turkey,40.99N,27.69E
6017,1975-05-01,16.672,0.204,Çorlu,Turkey,40.99N,27.69E
6018,1975-06-01,20.614,0.227,Çorlu,Turkey,40.99N,27.69E
6019,1975-07-01,23.053,0.321,Çorlu,Turkey,40.99N,27.69E
6020,1975-08-01,22.173,0.51,Çorlu,Turkey,40.99N,27.69E
6021,1975-09-01,20.75,0.353,Çorlu,Turkey,40.99N,27.69E
6022,1975-10-01,14.683,0.271,Çorlu,Turkey,40.99N,27.69E
6023,1975-11-01,9.293,0.224,Çorlu,Turkey,40.99N,27.69E
6024,1975-12-01,4.972999999999999,0.374,Çorlu,Turkey,40.99N,27.69E
6025,1976-01-01,4.715,0.407,Çorlu,Turkey,40.99N,27.69E
6026,1976-02-01,2.522,0.202,Çorlu,Turkey,40.99N,27.69E
6027,1976-03-01,5.4079999999999995,0.282,Çorlu,Turkey,40.99N,27.69E
6028,1976-04-01,11.594,0.258,Çorlu,Turkey,40.99N,27.69E
6029,1976-05-01,15.348,0.484,Çorlu,Turkey,40.99N,27.69E
6030,1976-06-01,19.153,0.301,Çorlu,Turkey,40.99N,27.69E
6031,1976-07-01,21.904,0.255,Çorlu,Turkey,40.99N,27.69E
6032,1976-08-01,19.674,0.219,Çorlu,Turkey,40.99N,27.69E
6033,1976-09-01,18.273,0.28300000000000003,Çorlu,Turkey,40.99N,27.69E
6034,1976-10-01,14.888,0.447,Çorlu,Turkey,40.99N,27.69E
6035,1976-11-01,11.482000000000001,0.163,Çorlu,Turkey,40.99N,27.69E
6036,1976-12-01,6.376,0.34700000000000003,Çorlu,Turkey,40.99N,27.69E
6037,1977-01-01,4.922,0.277,Çorlu,Turkey,40.99N,27.69E
6038,1977-02-01,9.844,0.258,Çorlu,Turkey,40.99N,27.69E
6039,1977-03-01,7.644,0.274,Çorlu,Turkey,40.99N,27.69E
6040,1977-04-01,11.335,0.261,Çorlu,Turkey,40.99N,27.69E
6041,1977-05-01,16.565,0.2,Çorlu,Turkey,40.99N,27.69E
6042,1977-06-01,20.405,0.29,Çorlu,Turkey,40.99N,27.69E
6043,1977-07-01,22.805,0.309,Çorlu,Turkey,40.99N,27.69E
6044,1977-08-01,23.288,0.301,Çorlu,Turkey,40.99N,27.69E
6045,1977-09-01,18.736,0.233,Çorlu,Turkey,40.99N,27.69E
6046,1977-10-01,12.470999999999998,0.375,Çorlu,Turkey,40.99N,27.69E
6047,1977-11-01,12.687000000000001,0.14400000000000002,Çorlu,Turkey,40.99N,27.69E
6048,1977-12-01,4.866999999999999,0.233,Çorlu,Turkey,40.99N,27.69E
6049,1978-01-01,4.425,0.299,Çorlu,Turkey,40.99N,27.69E
6050,1978-02-01,7.016,0.156,Çorlu,Turkey,40.99N,27.69E
6051,1978-03-01,8.423,0.232,Çorlu,Turkey,40.99N,27.69E
6052,1978-04-01,11.294,0.243,Çorlu,Turkey,40.99N,27.69E
6053,1978-05-01,16.338,0.16399999999999998,Çorlu,Turkey,40.99N,27.69E
6054,1978-06-01,20.534000000000002,0.184,Çorlu,Turkey,40.99N,27.69E
6055,1978-07-01,22.367,0.232,Çorlu,Turkey,40.99N,27.69E
6056,1978-08-01,21.410999999999998,0.337,Çorlu,Turkey,40.99N,27.69E
6057,1978-09-01,17.971,0.226,Çorlu,Turkey,40.99N,27.69E
6058,1978-10-01,14.748,0.158,Çorlu,Turkey,40.99N,27.69E
6059,1978-11-01,9.153,0.256,Çorlu,Turkey,40.99N,27.69E
6060,1978-12-01,7.4659999999999975,0.385,Çorlu,Turkey,40.99N,27.69E
6061,1979-01-01,5.186999999999999,0.298,Çorlu,Turkey,40.99N,27.69E
6062,1979-02-01,6.3210000000000015,0.299,Çorlu,Turkey,40.99N,27.69E
6063,1979-03-01,9.925,0.231,Çorlu,Turkey,40.99N,27.69E
6064,1979-04-01,11.165,0.298,Çorlu,Turkey,40.99N,27.69E
6065,1979-05-01,16.761000000000006,0.3670000000000001,Çorlu,Turkey,40.99N,27.69E
6066,1979-06-01,21.797,0.158,Çorlu,Turkey,40.99N,27.69E
6067,1979-07-01,21.78,0.274,Çorlu,Turkey,40.99N,27.69E
6068,1979-08-01,22.598000000000006,0.268,Çorlu,Turkey,40.99N,27.69E
6069,1979-09-01,19.734,0.279,Çorlu,Turkey,40.99N,27.69E
6070,1979-10-01,14.117,0.157,Çorlu,Turkey,40.99N,27.69E
6071,1979-11-01,11.212000000000002,0.199,Çorlu,Turkey,40.99N,27.69E
6072,1979-12-01,7.747000000000001,0.24,Çorlu,Turkey,40.99N,27.69E
6073,1980-01-01,2.735,0.153,Çorlu,Turkey,40.99N,27.69E
6074,1980-02-01,3.569,0.121,Çorlu,Turkey,40.99N,27.69E
6075,1980-03-01,6.001,0.17800000000000002,Çorlu,Turkey,40.99N,27.69E
6076,1980-04-01,10.589,0.225,Çorlu,Turkey,40.99N,27.69E
6077,1980-05-01,15.718000000000002,0.246,Çorlu,Turkey,40.99N,27.69E
6078,1980-06-01,19.849,0.34,Çorlu,Turkey,40.99N,27.69E
6079,1980-07-01,22.64,0.345,Çorlu,Turkey,40.99N,27.69E
6080,1980-08-01,22.146,0.261,Çorlu,Turkey,40.99N,27.69E
6081,1980-09-01,18.142,0.263,Çorlu,Turkey,40.99N,27.69E
6082,1980-10-01,16.73,0.301,Çorlu,Turkey,40.99N,27.69E
6083,1980-11-01,12.188,0.127,Çorlu,Turkey,40.99N,27.69E
6084,1980-12-01,7.750999999999999,0.254,Çorlu,Turkey,40.99N,27.69E
6085,1981-01-01,3.591,0.339,Çorlu,Turkey,40.99N,27.69E
6086,1981-02-01,4.607,0.214,Çorlu,Turkey,40.99N,27.69E
6087,1981-03-01,8.945,0.102,Çorlu,Turkey,40.99N,27.69E
6088,1981-04-01,11.398,0.28600000000000003,Çorlu,Turkey,40.99N,27.69E
6089,1981-05-01,14.369000000000002,0.21,Çorlu,Turkey,40.99N,27.69E
6090,1981-06-01,21.856,0.306,Çorlu,Turkey,40.99N,27.69E
6091,1981-07-01,22.027,0.361,Çorlu,Turkey,40.99N,27.69E
6092,1981-08-01,22.22,0.207,Çorlu,Turkey,40.99N,27.69E
6093,1981-09-01,19.728,0.168,Çorlu,Turkey,40.99N,27.69E
6094,1981-10-01,17.145,0.317,Çorlu,Turkey,40.99N,27.69E
6095,1981-11-01,8.495000000000001,0.118,Çorlu,Turkey,40.99N,27.69E
6096,1981-12-01,9.504,0.16399999999999998,Çorlu,Turkey,40.99N,27.69E
6097,1982-01-01,4.563,0.16899999999999998,Çorlu,Turkey,40.99N,27.69E
6098,1982-02-01,3.3280000000000003,0.239,Çorlu,Turkey,40.99N,27.69E
6099,1982-03-01,6.263999999999999,0.174,Çorlu,Turkey,40.99N,27.69E
6100,1982-04-01,10.292,0.249,Çorlu,Turkey,40.99N,27.69E
6101,1982-05-01,15.511,0.277,Çorlu,Turkey,40.99N,27.69E
6102,1982-06-01,20.803,0.225,Çorlu,Turkey,40.99N,27.69E
6103,1982-07-01,21.499,0.308,Çorlu,Turkey,40.99N,27.69E
6104,1982-08-01,22.305,0.142,Çorlu,Turkey,40.99N,27.69E
6105,1982-09-01,21.183000000000003,0.278,Çorlu,Turkey,40.99N,27.69E
6106,1982-10-01,15.894,0.3,Çorlu,Turkey,40.99N,27.69E
6107,1982-11-01,9.907,0.429,Çorlu,Turkey,40.99N,27.69E
6108,1982-12-01,8.838,0.381,Çorlu,Turkey,40.99N,27.69E
6109,1983-01-01,4.7010000000000005,0.523,Çorlu,Turkey,40.99N,27.69E
6110,1983-02-01,4.532,0.355,Çorlu,Turkey,40.99N,27.69E
6111,1983-03-01,8.044,0.21,Çorlu,Turkey,40.99N,27.69E
6112,1983-04-01,13.175,0.138,Çorlu,Turkey,40.99N,27.69E
6113,1983-05-01,17.774,0.303,Çorlu,Turkey,40.99N,27.69E
6114,1983-06-01,19.155,0.375,Çorlu,Turkey,40.99N,27.69E
6115,1983-07-01,23.08,0.229,Çorlu,Turkey,40.99N,27.69E
6116,1983-08-01,21.409,0.201,Çorlu,Turkey,40.99N,27.69E
6117,1983-09-01,19.389,0.213,Çorlu,Turkey,40.99N,27.69E
6118,1983-10-01,13.481,0.28800000000000003,Çorlu,Turkey,40.99N,27.69E
6119,1983-11-01,8.831000000000003,0.267,Çorlu,Turkey,40.99N,27.69E
6120,1983-12-01,7.362999999999999,0.249,Çorlu,Turkey,40.99N,27.69E
6121,1984-01-01,6.65,0.263,Çorlu,Turkey,40.99N,27.69E
6122,1984-02-01,5.348,0.22,Çorlu,Turkey,40.99N,27.69E
6123,1984-03-01,6.391,0.242,Çorlu,Turkey,40.99N,27.69E
6124,1984-04-01,9.583,0.12,Çorlu,Turkey,40.99N,27.69E
6125,1984-05-01,17.464000000000002,0.194,Çorlu,Turkey,40.99N,27.69E
6126,1984-06-01,19.812,0.136,Çorlu,Turkey,40.99N,27.69E
6127,1984-07-01,21.514,0.371,Çorlu,Turkey,40.99N,27.69E
6128,1984-08-01,20.916,0.19,Çorlu,Turkey,40.99N,27.69E
6129,1984-09-01,20.947000000000006,0.222,Çorlu,Turkey,40.99N,27.69E
6130,1984-10-01,17.059,0.509,Çorlu,Turkey,40.99N,27.69E
6131,1984-11-01,11.199000000000002,0.328,Çorlu,Turkey,40.99N,27.69E
6132,1984-12-01,6.127000000000002,0.568,Çorlu,Turkey,40.99N,27.69E
6133,1985-01-01,5.746,0.244,Çorlu,Turkey,40.99N,27.69E
6134,1985-02-01,1.263,0.422,Çorlu,Turkey,40.99N,27.69E
6135,1985-03-01,5.807,0.244,Çorlu,Turkey,40.99N,27.69E
6136,1985-04-01,12.924,0.271,Çorlu,Turkey,40.99N,27.69E
6137,1985-05-01,18.096,0.259,Çorlu,Turkey,40.99N,27.69E
6138,1985-06-01,20.046,0.304,Çorlu,Turkey,40.99N,27.69E
6139,1985-07-01,21.527,0.353,Çorlu,Turkey,40.99N,27.69E
6140,1985-08-01,23.44,0.29600000000000004,Çorlu,Turkey,40.99N,27.69E
6141,1985-09-01,19.122,0.255,Çorlu,Turkey,40.99N,27.69E
6142,1985-10-01,12.623,0.294,Çorlu,Turkey,40.99N,27.69E
6143,1985-11-01,11.869000000000002,0.149,Çorlu,Turkey,40.99N,27.69E
6144,1985-12-01,8.41,0.35200000000000004,Çorlu,Turkey,40.99N,27.69E
6145,1986-01-01,7.066,0.184,Çorlu,Turkey,40.99N,27.69E
6146,1986-02-01,5.562,0.364,Çorlu,Turkey,40.99N,27.69E
6147,1986-03-01,6.388999999999999,0.281,Çorlu,Turkey,40.99N,27.69E
6148,1986-04-01,13.350999999999999,0.23,Çorlu,Turkey,40.99N,27.69E
6149,1986-05-01,15.368000000000002,0.406,Çorlu,Turkey,40.99N,27.69E
6150,1986-06-01,21.206,0.424,Çorlu,Turkey,40.99N,27.69E
6151,1986-07-01,22.657,0.454,Çorlu,Turkey,40.99N,27.69E
6152,1986-08-01,24.184,0.49,Çorlu,Turkey,40.99N,27.69E
6153,1986-09-01,20.225,0.445,Çorlu,Turkey,40.99N,27.69E
6154,1986-10-01,13.98,0.241,Çorlu,Turkey,40.99N,27.69E
6155,1986-11-01,7.9860000000000015,0.252,Çorlu,Turkey,40.99N,27.69E
6156,1986-12-01,4.9319999999999995,0.416,Çorlu,Turkey,40.99N,27.69E
6157,1987-01-01,4.272,0.339,Çorlu,Turkey,40.99N,27.69E
6158,1987-02-01,6.025,0.25,Çorlu,Turkey,40.99N,27.69E
6159,1987-03-01,3.0869999999999997,0.185,Çorlu,Turkey,40.99N,27.69E
6160,1987-04-01,9.779,0.249,Çorlu,Turkey,40.99N,27.69E
6161,1987-05-01,15.092000000000002,0.28300000000000003,Çorlu,Turkey,40.99N,27.69E
6162,1987-06-01,20.568,0.234,Çorlu,Turkey,40.99N,27.69E
6163,1987-07-01,23.785,0.334,Çorlu,Turkey,40.99N,27.69E
6164,1987-08-01,21.636,0.442,Çorlu,Turkey,40.99N,27.69E
6165,1987-09-01,20.596,0.302,Çorlu,Turkey,40.99N,27.69E
6166,1987-10-01,13.315,0.335,Çorlu,Turkey,40.99N,27.69E
6167,1987-11-01,11.345,0.199,Çorlu,Turkey,40.99N,27.69E
6168,1987-12-01,5.882999999999999,0.231,Çorlu,Turkey,40.99N,27.69E
6169,1988-01-01,6.4510000000000005,0.287,Çorlu,Turkey,40.99N,27.69E
6170,1988-02-01,5.2170000000000005,0.204,Çorlu,Turkey,40.99N,27.69E
6171,1988-03-01,7.9529999999999985,0.295,Çorlu,Turkey,40.99N,27.69E
6172,1988-04-01,10.640999999999998,0.312,Çorlu,Turkey,40.99N,27.69E
6173,1988-05-01,16.029,0.339,Çorlu,Turkey,40.99N,27.69E
6174,1988-06-01,20.974,0.389,Çorlu,Turkey,40.99N,27.69E
6175,1988-07-01,24.541,0.37,Çorlu,Turkey,40.99N,27.69E
6176,1988-08-01,23.573,0.338,Çorlu,Turkey,40.99N,27.69E
6177,1988-09-01,19.754,0.136,Çorlu,Turkey,40.99N,27.69E
6178,1988-10-01,13.663,0.263,Çorlu,Turkey,40.99N,27.69E
6179,1988-11-01,6.421,0.153,Çorlu,Turkey,40.99N,27.69E
6180,1988-12-01,5.7079999999999975,0.177,Çorlu,Turkey,40.99N,27.69E
6181,1989-01-01,3.3,0.353,Çorlu,Turkey,40.99N,27.69E
6182,1989-02-01,6.1579999999999995,0.387,Çorlu,Turkey,40.99N,27.69E
6183,1989-03-01,9.488,0.249,Çorlu,Turkey,40.99N,27.69E
6184,1989-04-01,14.917,0.311,Çorlu,Turkey,40.99N,27.69E
6185,1989-05-01,15.602000000000002,0.441,Çorlu,Turkey,40.99N,27.69E
6186,1989-06-01,19.592,0.233,Çorlu,Turkey,40.99N,27.69E
6187,1989-07-01,22.254,0.659,Çorlu,Turkey,40.99N,27.69E
6188,1989-08-01,23.348000000000006,0.5379999999999999,Çorlu,Turkey,40.99N,27.69E
6189,1989-09-01,19.649,0.292,Çorlu,Turkey,40.99N,27.69E
6190,1989-10-01,13.757,0.331,Çorlu,Turkey,40.99N,27.69E
6191,1989-11-01,9.077000000000002,0.213,Çorlu,Turkey,40.99N,27.69E
6192,1989-12-01,6.1129999999999995,0.103,Çorlu,Turkey,40.99N,27.69E
6193,1990-01-01,3.477,0.515,Çorlu,Turkey,40.99N,27.69E
6194,1990-02-01,6.354,0.441,Çorlu,Turkey,40.99N,27.69E
6195,1990-03-01,9.255,0.259,Çorlu,Turkey,40.99N,27.69E
6196,1990-04-01,12.533,0.275,Çorlu,Turkey,40.99N,27.69E
6197,1990-05-01,15.497000000000002,0.34700000000000003,Çorlu,Turkey,40.99N,27.69E
6198,1990-06-01,20.209,0.384,Çorlu,Turkey,40.99N,27.69E
6199,1990-07-01,23.185,0.391,Çorlu,Turkey,40.99N,27.69E
6200,1990-08-01,22.936,0.327,Çorlu,Turkey,40.99N,27.69E
6201,1990-09-01,18.645,0.212,Çorlu,Turkey,40.99N,27.69E
6202,1990-10-01,15.145,0.224,Çorlu,Turkey,40.99N,27.69E
6203,1990-11-01,13.495,0.371,Çorlu,Turkey,40.99N,27.69E
6204,1990-12-01,8.097999999999999,0.345,Çorlu,Turkey,40.99N,27.69E
6205,1991-01-01,4.319,0.226,Çorlu,Turkey,40.99N,27.69E
6206,1991-02-01,4.147,0.259,Çorlu,Turkey,40.99N,27.69E
6207,1991-03-01,6.5329999999999995,0.62,Çorlu,Turkey,40.99N,27.69E
6208,1991-04-01,10.693,0.17,Çorlu,Turkey,40.99N,27.69E
6209,1991-05-01,14.970000000000002,0.19,Çorlu,Turkey,40.99N,27.69E
6210,1991-06-01,20.536,0.39,Çorlu,Turkey,40.99N,27.69E
6211,1991-07-01,22.916999999999998,0.299,Çorlu,Turkey,40.99N,27.69E
